,genename,Sample_46-Belz_merged,Sample_46-HIF1alpha_278_299,Sample_46-HIF2alpha_266_311,Sample_46-WT_207_370,Sample_55-Belz_242_335,Sample_55-HIF1alpha_230_347,Sample_55-HIF2alpha_218_359,Sample_55-WT_254_323,Sample_59-Belz_194_383,Sample_59-HIF1alpha_277_300,Sample_59-HIF2alpha_265_312,Sample_59-WT_206_371,Sample_60-Belz_241_336,Sample_60-HIF1alpha_229_348,Sample_60-HIF2alpha_217_360,Sample_60-WT_253_324,LRS_36_HIF1a_KO_327_250,LRS_36_HIF2a_KO_315_262,LRS_36_NC_303_274,LRS_36_NT_339_238,LRS_38_HIF1a_KO_374_203,LRS_38_NC_350_227,LRS_38_NT_291_286,LRS_42_HIF1a_KO_326_251,LRS_42_HIF2a_KO_314_263,LRS_42_NC_302_275,LRS_42_NT_338_239,LRS_43_HIF1a_KO_373_204,LRS_43_HIF2a_KO_361_216,LRS_43_NC_349_228,LRS_43_NT_290_287,LRS-38_HIF2a_KO_362_215
150,ABI1,3749.41,1422,1295,1505.77,2047.9,1280,1555.07,1565,1585.51,1500.97,1476,1119,1955.42,1323,1418.75,2243.72,20354.77,9092,8013.88,20976.58,6968.53,6416.4,6418.96,6021.05,6668.61,6896.61,6864.64,7748.37,5708.89,7646.93,8305.79,7102.59
151,ABI1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,ABI2,1844.33,545.31,724.54,805.63,1238.76,675.32,800.96,954.64,709.53,766.96,822.73,597.73,671.72,516.6,622.59,973.6,4329.19,2483.57,2276.73,5916.27,1444.2,1637.5,1479.28,1244.84,1914.76,2097.55,2043.78,2531.68,1688.57,2198.38,2484.49,1677.46
153,ABI3,1148.47,1189.45,556,446.7,749.1,1088,677.39,532,575.53,1786.29,653,310,672.22,798.48,496.74,731.45,5641.73,1695.45,1482.41,4206.08,1085.06,1588.55,1174.44,1344.81,1629.92,2190.42,1623.59,2496.95,1034,1509.95,1718.87,1257.55
154,ABI3BP,3,0,1,0,3,2,0,1,0,1,2,1,1,1,7,0,19,9,12,13,2,8,1,8,8,7,6,12,2,1,3,9
155,ABL1,2517,1097,1025,1185,1439,1004,1064,1124,1238,1432,1268,915,1157,1138,1042,1573,7914,3650,2652,7496,2834,2575,2432,2457,2625,2680,2848,2986,2187,2760,2859,2777
156,ABL2,1142,359,456,534,535,229,303,456,475,467,428,371,364,349,375,623,2684,1725,1151,2850,1105,1065,1002,1056,1316,1153,1434,1185,1313,1666,1491,1232
157,ABLIM1,7980,3513,3832,3167,4115,1927,2666,3215,4731,4951,5246,3118,3509,5247,3646,5000,55194,36861,19010,51603,23072,16893,22516,16146,19503,13464,19446,17897,30782,43902,35581,28981
158,ABLIM2,7,6,4,5,2,6,4,4,1,0,3,3,2,5,2,5,32,15,19,29,14,7,9,7,11,6,2,23,5,8,9,8
159,ABLIM3,3,9,3,1,3,3,5,0,0,4,2,0,0,2,1,0,23,4,4,28,0,0,3,1,1,13,14,95,2,7,15,0
160,ABO,4,6,2,0,0,0,1,0,0,3,0,0,1,12,3,2,69,9,6,21,20,10,14,5,2,1,1,10,13,5,7,20
161,ABR,5575.71,2005.64,2348.74,2549.98,3719.07,1653,2190,3148,2592.37,2443.63,2633,2077.43,3145.74,1998.7,2422.57,4198.74,15115.21,8179.31,6244,17766.32,5207.29,5676,5837.44,5187,6627.09,6461.39,6648.82,5914.56,5293.4,6814.81,6810.68,6431.07
162,ABRA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,3,2,0,1,0,0,0,2,0,3,1,6,1,3
163,ABRACL,2415,1000,819,874,1068,1016,881,770,924,1025,860,675,1080,930,749,1233,24036,7922,4986,15850,6625,5007,5442,6488,6450,6274,6464,6351,6207,7746,7624,6493
164,ABRAXAS1,763.65,199.21,222.86,304.35,392.52,158.52,178.44,332.55,379.43,228.32,285.3,231.31,397.82,394.69,249.04,454.19,5770.13,2908.15,2018.73,5159.55,2974.8,1781.38,2467.74,2015.82,1821.33,1424.3,1925.32,1647.34,2694.43,3210.73,2689.18,2761.05
165,ABRAXAS2,1334,587,476,588,776,507,494,555,674,645,545,449,640,516,541,832,4708,2001,1467,4091,1770,1606,1437,1453,1577,1545,1683,1652,1372,1750,1774,1807
166,ABT1,2199,1052,828,922,1082,917,801,836,918,1096,940,699,1175,877,845,1442,9695,3958,2517,6873,2871,2598,2715,2364,2640,2576,2746,2523,2540,3096,2847,3019
167,ABT1P1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
168,ABTB1,1434,464,527,585,767,240,387,728,658,476,627,486,648,592,563,942,18248,5694,3051,9406,4732,3098,4324,4181,4227,3328,4519,4067,6899,6772,6123,4785
169,ABTB2,37,33,26,28,28,26,18,21,26,31,23,10,23,35,18,34,157,41,51,128,57,86,46,41,41,41,57,297,69,117,122,75
170,AC000032.1,30.08,8.04,9.73,3.77,1.98,7.63,2.04,2.52,14.66,16.49,10.76,8.26,21,17.44,13.21,20.92,6.45,1.18,1.19,7.36,2.57,3.66,1.29,17.7,20.68,15.68,14.81,9.83,14.29,12.56,18.67,7.66
171,AC000035.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,AC000036.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,AC000041.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0,1.98,0,0,0,0,0,3.03,0
174,AC000041.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.95
175,AC000058.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,AC000061.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,AC000067.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,AC000068.1,38.37,32.13,33.49,20.11,35.36,13.06,26.17,25.24,27.15,36.41,26.38,16.1,21.22,25.17,16.31,29.21,31.25,16.11,18.23,42.32,18.12,43.11,29.17,20.39,28.15,31.32,30.39,42.3,11.03,15.13,26.19,38.04
179,AC000068.2,4,2,0,2,3,0,2,2,0,3,4,5,1,0,2,1,4,3,0,5,1,4,2,6,3,2,1,2,1,3,4,1
180,AC000068.3,54,21,26,37,46,17,29,25,26,23,20,31,34,19,31,38,0,1.81,0,0,8.37,0,0,0,0,0,0,0,0,0,0,0
181,AC000077.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,AC000078.1,19,8,8,6,9,3,5,5,10,7,9,12,6,5,4,11,21,16,14,34,16,18,11,13,17,8,20,11,16,23,30,9
183,AC000081.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,AC000089.1,12.03,3,1.02,1,2.02,1,2,5.01,2,2,4.07,3,2,0,1,2.86,35.7,9.06,8.34,22.58,12.83,6.07,8.15,5.1,10.65,6.53,9.79,4.22,5.65,9.03,11.66,4
185,AC000095.1,8.76,0,0,0.13,0,0.35,1.2,4.35,0,0,0.93,0.81,0,0,0,4.08,3.61,0.59,0,0,0,0,0,0.27,1.14,0,3.24,1,3.48,0,0,3.06
186,AC000095.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,AC000099.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,AC000111.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,AC000111.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,AC000111.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,AC000120.1,17.42,17.83,12.72,12.66,19.12,9.46,13.88,15.94,8.7,12.37,14.82,16.24,12.45,15.89,10.53,14.94,101.18,40.37,24.39,47.98,29.86,39.61,28.09,23.94,39.46,22.4,38.81,26.16,41.33,61.88,39.67,25.96
192,AC000123.1,17.38,2,3.38,2,10,1,3,3,2,5,1,2,6,1,0,10,30,17.39,8.33,44.47,15.41,25.36,12,20.45,10.27,16.51,11.08,14,25.59,26.7,24.36,22.25
193,AC000123.2,19.62,9,4.62,10,11,4,4,5,2,9,4,5,3,7,9,7,54,17.61,18.67,32.53,24.59,23.64,15,16.55,23.73,13.49,18.92,26,40.41,57.3,27.64,8.75
194,AC000123.3,182,94,75,123,140,69,80,105,105,93,97,96,72,144,88,127,455,312,205,500,314,250,282,253,252,183,292,212,356,600,332,315
195,AC000124.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,AC000362.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,AC000367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
198,AC000372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,AC000374.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,AC000403.1,19,4,9,11,5,12,10,4,22,10,11,6,13,2,10,20,43,30,30,57,22,22,18,20,16,18,25,4,12,16,25,26
201,AC001226.1,7,1,1,0,0,3,3,2,0,0,5,2,1,1,1,5,7,9,1,11,1,0,0,0,1,2,3,2,4,4,4,3
202,AC001226.2,271.63,111.88,95.05,155.39,169.78,113.35,98.17,137.44,155.63,124.51,150.22,107.77,135.67,135.2,140.82,202.42,29.19,23.46,8.25,37.74,16.28,15.64,18.16,17.91,8.01,7.79,16.62,3.05,16.84,29.22,13.09,24.37
203,AC002044.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,AC002044.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,AC002044.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,AC002056.1,5.35,0,1,1.35,2,2,0,1,0,0,0,1.18,1,0,0,1,5.71,3.02,4.26,2.75,0,2.01,1.39,0,5.59,2.23,3.06,0,0,3.46,2.91,3.03
207,AC002056.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,AC002059.1,0,0,0,0,0,3,3,0,1,0,0,2,0,2,0,3,5,0,2,1,1,0,1,0,2,0,1,5,1,3,2,1
209,AC002064.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,AC002064.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,AC002064.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212,AC002066.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,AC002069.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,AC002069.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,AC002070.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
216,AC002075.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,AC002075.2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0
218,AC002076.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,AC002076.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,AC002090.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,AC002091.1,24,11,11,9,6,3,5,2,3,8,6,2,6,8,9,7,76,34,28,54,23,25,19,19,19,16,37,30,20,24,33,32
222,AC002091.2,25,5,8,7,12,2,8,10,12,5,10,8,6,13,7,18,43,26,18,50,26,22,22,21,15,25,27,28,19,25,25,30
223,AC002094.1,403.73,185.48,133.43,152.25,178.14,207.85,124.17,142.55,172.07,269.56,167,117.43,209.93,185.3,159.16,274.32,7.15,0,24.32,19.7,9.72,14.42,0,0,0,9.98,9.27,0,0,9.29,12.52,13.52
224,AC002094.2,0,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0
225,AC002094.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,1.05,0,0
226,AC002094.4,0,1,0,2,0,0,0,0,1,1,0,0,0,1,0,1,8,1,1,4,2,2,1,3,1,0,1,1,2,2,0,2
227,AC002094.5,4,0,0,2,1,0,1,1,3,0,0,1,4,1,2,1,18,4,3,2,6,5,4,1,0,3,3,3,4,6,6,0
228,AC002101.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,AC002115.1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,1,0,2,0,2,3,0,0,0,1,1
230,AC002115.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,AC002116.2,27,13,10,10,14,22,16,8,10,15,10,13,4,11,9,18,62,28,25,95,7,23,16,12,30,33,25,22,4,14,10,16
232,AC002127.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,AC002127.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,AC002128.1,29,10,12,18,17,18,13,16,19,17,7,17,15,16,12,13,148,29,15,37,41,23,25,48,25,21,42,45,57,83,55,35
235,AC002128.2,1,1,1,1,0,0,0,4,1,2,0,0,0,2,0,1,12,5,5,4,4,1,0,2,1,0,3,2,2,8,6,1
236,AC002306.1,0,4,0,0,1,0,0,0,1,0,2,0,1,0,1,1,2,0,0,3,4,1,2,0,1,1,1,2,0,0,4,1
237,AC002310.1,62.79,33.96,34.22,22.78,20.81,31.13,24.19,19.63,28.94,38.19,28.09,25.94,40.41,40.92,21.34,27.48,565.76,148.91,118.25,333.6,164.62,107.83,114.59,118.24,122.49,115.87,154.08,150.58,103.59,188.89,174.25,120.53
238,AC002310.2,43.49,26.39,9.17,35.97,21.62,8.22,45.21,43.59,6.71,26.88,36.74,7.28,22.63,18.52,22.5,32.59,76.86,26.2,14.29,83.39,16.81,37.86,9.52,22.5,38.89,57.44,54.21,52.41,27.55,40.07,42.78,23.61
239,AC002310.3,5,3,3,4,3,0,1,1,2,0,1,1,2,2,1,3,9,2,0,6,3,1,5,2,2,3,3,1,2,7,3,4
240,AC002310.4,0,0,0,0,8.4,2.59,1.53,1,0,0,0.89,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,AC002310.5,232.13,79.78,119.45,96.76,144.95,68.18,107.25,126.1,123.91,128.51,119.29,66.37,105.3,82.02,90.69,121.07,31.99,45.91,29.09,156.77,49.02,15.44,26.46,109.43,33.85,58.99,90.84,91.84,73.84,78.4,102.89,24.27
242,AC002310.6,36,2,8,14,9,3,4,14,10,5,6,8,8,2,7,13,41,19,23,50,15,15,17,16,16,16,27,36,18,26,22,13
243,AC002347.1,4,0,1,0,0,1,0,0,2,1,2,1,0,0,0,1,2,0,2,1,1,1,1,3,0,2,0,2,2,2,2,0
244,AC002347.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,AC002350.1,5.01,1,2,1,3,2,0,0,1.12,0,2,0,1,0,0,0,7.92,4,2,4,3,0,1,3,3,4,5,1,1,4,4.8,0
246,AC002350.2,145.93,65,67.75,69.79,91.91,59.58,64.88,62.87,41,76,78.94,67.88,72,71,51,59,224.97,104,119,339.97,129,119,97,101,101,101,137,135,118,143.65,163,120
247,AC002351.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,AC002366.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,AC002367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,AC002368.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,AC002375.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,AC002378.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,AC002381.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,AC002383.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,AC002384.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,AC002384.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257,AC002386.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,AC002398.1,30.66,6,12,12.31,13.23,6.21,4.16,5,11,3.08,5.15,5.17,4.16,8.74,3.24,12,63.41,12.97,8.37,19.73,8.53,7.16,13.79,18.03,16.38,17.03,21.26,15.43,8.84,4.45,14.27,10.52
259,AC002398.2,0,0,1,0,0,1,0,0,0,1.13,0.3,0,0,0,0,0,0,0,0.42,2.08,0,0,0,0,0,0,0.82,0,3,0,0,0
260,AC002400.1,3,0,0,0,4,1,0,0,1,0,1,2,1,3,0,1,2,4,1,3,6,1,1,4,5,2,4,0,4,8,2,2
261,AC002401.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
262,AC002401.2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
263,AC002401.3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,1,1
264,AC002401.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
265,AC002407.1,32,16,20,24,30,6,12,14,19,3,9,15,7,7,10,12,66,26,19,67,21,23,10,14,18,19,20,20,5,25,30,16
266,AC002428.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,AC002428.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,AC002429.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,AC002429.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,AC002451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,AC002451.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,AC002454.1,1,0,0,0,0,2,1,1,1,1,1,0,1,1,0,0,14,2,0,6,1,0,2,1,3,3,0,8,0,0,0,0
273,AC002456.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
274,AC002456.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,AC002460.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,AC002463.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,AC002464.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1
278,AC002465.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,AC002467.1,41.23,29,13,23,19,16,25.13,17,26,25,21,26,14,24,16,33,490.61,138.02,68,233.34,119.46,61,87,90.71,74.13,57.53,82.08,131,144.14,147.58,141,79
280,AC002470.1,0,1,1,0,1,0,1,0,0,2,1,0,0,0,1,0,19,4,2,10,7,0,3,11,3,1,2,1,5,5,2,2
281,AC002472.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
282,AC002472.2,0,1.05,0,0,0,0,0,0,1.16,0,0,1.96,0,0,0,0,24.51,0,5.23,4.21,6.01,3.04,0,4.49,6.33,1.82,2.93,3.1,2.29,5.94,0,1.48
283,AC002472.3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
284,AC002472.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,AC002480.1,72.26,11.98,16.05,27.66,31.52,5.26,4.3,31.63,18.38,1.11,24.31,28.8,20.95,3.56,20.28,50.77,58.97,16.52,4.64,17.91,16.93,8.9,24.24,22.73,7.48,1.93,11.08,5.95,7.85,22.77,19.23,27.38
286,AC002480.2,393.74,18.02,89.95,221.34,210.48,21.74,26.7,149.37,133.62,17.89,60.69,99.2,126.05,7.44,86.72,215.23,169.03,104.48,21.36,150.09,104.07,83.1,103.76,80.27,73.52,28.07,108.92,58.05,24.15,92.23,107.77,129.62
287,AC002480.3,10,2,1,10,7,0,3,5,6,1,0,4,4,0,3,5,5,4,0,1,5,0,2,5,2,0,5,3,1,1,2,3
288,AC002480.4,2,0,1,0,1,0,1,3,0,0,0,0,2,0,0,0,0,1,0,1,3,1,0,0,0,2,0,2,0,2,1,0
289,AC002486.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,AC002486.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,AC002487.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,AC002504.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,AC002511.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,AC002511.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,AC002511.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,AC002519.1,6,2,0,0,4,0,1,2,0,2,0,1,1,1,0,0,11,8,5,15,2,3,2,4,8,4,12,4,7,13,6,3
297,AC002519.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0
298,AC002524.1,5,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,9,2,1,3,4,0,0,3,2,1,2,3,0,0,1,3
299,AC002525.1,0,4,4,0,2,2,1,2,0,0,0,1,0,6,1,2,8,3,1,9,1,4,0,12,5,6,0,10,3,1,1,1
300,AC002540.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
301,AC002542.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,AC002543.1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,2.53,0,0,4.89,1.41,1,2,2.54,3.95,2.53,2,5,0,2,0
303,AC002545.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,AC002546.1,55,26,17,27,36,3,13,31,23,24,26,27,25,30,19,35,481,206,71,251,122,103,149,161,178,121,192,49,289,299,174,174
305,AC002546.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1
306,AC002550.1,39.85,21.73,0,0.41,35.67,9.22,11.7,20.73,23.37,0,6.1,11.46,14.19,0,11.68,12.63,3.08,0,0,10.22,0,0,0,0,0,5.12,0,14.9,3.5,13.06,4.61,0
307,AC002550.2,5,1,2,1,2,1,1,3,0,4,1,1,2,3,0,1,9,2,2,5,3,2,7,2,4,2,2,4,2,0,6,5
308,AC002551.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
309,AC002553.1,32,14,14,16,18,10,10,18,13,8,15,20,13,15,4,7,61.53,30,16,44,15,26,17,34,21,22.83,30.95,31,38,57,42,19
310,AC002553.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
311,AC002553.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,3.66,7.84,5.17,0,1.21,1.89,1.38,4.67,3.23,6.62,5.89,4.32,2.03,2.49,2.84
